Q1(S),Q2(A),Q3(D),Q4(A),Q5(D),Q6(S),Q7(A),Q8(S),Q9(A),Q10(D),Q11(S),Q12(S),Q13(D),Q14(S),Q15(A),Q16(D),Q17(D),Q18(S),Q19(A),Q20(A),Q21(D),TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,education,urban,gender,age,familysize,Str,Anx,Dep,Depression,Anxiety,Stress,family,family_enc,age class,age_enc
2,0,0,0,1,2,1,1,2,1,1,1,3,2,0,1,0,1,1,3,1,4,5,6,7,7,3,6,5,2,6,3,3,2,19,3,20,14,14,2,2,2,Nuclear,2,18-25,0
2,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,5,4,6,6,6,7,6,5,3,1,3,3,2,20,5,8,10,8,0,2,0,Nuclear,2,18-25,0
0,0,0,1,1,0,0,0,2,3,1,1,0,2,0,0,0,1,0,1,0,4,5,7,3,4,4,5,5,6,5,4,2,2,24,5,10,8,8,0,1,0,Nuclear,2,18-25,0
2,1,0,0,1,2,0,0,3,0,1,1,1,1,1,1,1,0,0,0,0,5,2,5,7,7,7,6,4,3,2,3,3,2,24,3,14,10,8,0,2,0,Nuclear,2,18-25,0
2,3,1,1,1,3,1,1,2,3,1,2,3,1,1,1,3,3,2,3,3,2,4,2,5,2,6,6,0,4,7,3,2,1,30,5,26,26,30,4,4,3,Nuclear,2,26-35,1
1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,2,1,2,0,4,3,6,0,6,5,6,5,4,5,3,2,2,30,4,14,12,10,1,2,0,Nuclear,2,26-35,1
1,0,1,0,1,1,0,0,1,0,1,0,0,2,0,0,0,1,2,0,0,1,3,6,5,2,6,5,5,4,3,4,3,2,28,4,12,6,4,0,0,0,Nuclear,2,26-35,1
1,1,0,1,1,1,2,1,2,0,1,0,1,2,0,1,0,1,1,1,0,6,6,3,7,7,2,6,5,3,4,2,1,1,19,4,14,16,6,0,3,0,Nuclear,2,18-25,0
3,1,3,2,3,1,3,2,3,3,2,3,3,2,2,3,3,3,2,3,3,0,0,0,7,0,7,0,0,0,0,2,3,2,22,5,32,32,42,4,4,3,Nuclear,2,18-25,0
0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,5,5,6,7,5,6,5,6,5,3,2,2,25,5,2,6,2,0,0,0,Nuclear,2,18-25,0
1,0,3,1,1,0,0,0,3,3,1,0,1,1,0,1,1,3,0,1,1,1,5,7,5,5,7,5,1,5,6,2,3,2,18,2,12,10,22,3,2,0,Nuclear,2,18-25,0
1,3,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,4,6,5,4,3,2,6,4,6,2,2,1,20,0,12,14,12,1,2,0,Nuclear,2,18-25,0
3,1,2,3,1,0,1,0,3,0,2,1,3,0,1,3,3,3,3,3,3,6,3,7,5,7,7,7,5,7,2,4,3,2,25,6,18,30,30,4,4,1,Joint,1,18-25,0
2,1,0,1,1,2,1,1,2,1,1,1,1,1,2,1,0,1,2,1,0,6,2,5,3,7,5,6,5,5,3,3,2,2,19,2,18,20,8,0,4,1,Nuclear,2,18-25,0
1,0,1,3,0,0,1,0,2,1,1,3,2,2,0,1,3,0,1,2,1,4,4,7,7,7,7,7,7,7,7,4,3,2,22,9,14,18,18,2,3,0,Joint,1,18-25,0
1,0,0,2,3,2,0,1,3,1,2,1,1,1,1,1,0,0,3,0,0,7,1,3,7,6,1,7,6,3,1,4,3,2,24,5,16,18,12,1,3,1,Nuclear,2,18-25,0
2,1,2,0,1,2,0,2,1,2,1,2,3,1,2,2,1,2,2,2,2,5,6,6,6,5,2,4,4,3,4,3,3,2,26,3,24,16,26,3,3,2,Nuclear,2,26-35,1
1,0,1,0,2,2,2,0,1,0,0,1,1,0,1,1,1,2,0,0,0,3,6,6,5,6,3,7,3,4,7,3,2,2,21,5,12,8,12,1,1,0,Nuclear,2,18-25,0
1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,5,2,2,2,1,2,7,1,5,4,3,3,2,28,3,10,8,12,1,1,0,Nuclear,2,26-35,1
1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,6,6,7,5,5,5,5,1,5,3,3,1,2,28,2,12,6,14,2,0,0,Nuclear,2,26-35,1
3,1,3,1,3,2,1,2,3,3,2,3,3,2,1,1,3,1,1,1,3,6,4,5,6,3,7,4,6,4,6,3,3,2,26,3,30,18,38,4,3,3,Nuclear,2,26-35,1
3,1,2,0,3,0,1,3,3,2,2,3,3,3,3,3,2,3,2,3,3,3,5,3,6,7,5,3,0,1,2,3,2,2,23,5,34,26,36,4,4,4,Nuclear,2,18-25,0
3,3,0,2,3,2,2,2,2,1,3,2,3,3,1,0,1,2,3,3,1,5,4,3,6,5,3,6,1,2,1,3,2,2,21,5,34,32,18,2,4,4,Nuclear,2,18-25,0
1,1,1,1,3,1,0,1,2,2,2,1,2,2,0,1,2,2,1,2,1,6,5,5,3,7,3,6,5,3,6,3,2,2,26,3,20,14,24,3,2,2,Nuclear,2,26-35,1
1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,5,3,7,5,5,5,5,1,7,3,3,2,2,28,4,8,10,4,0,2,0,Nuclear,2,26-35,1
3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,4,4,7,3,7,7,7,2,6,4,3,2,21,3,42,42,36,4,4,4,Nuclear,2,18-25,0
0,2,0,0,1,0,2,2,2,0,0,1,0,0,0,0,2,0,1,0,0,5,2,5,5,5,5,6,5,6,5,4,1,2,25,6,6,14,6,0,2,0,Joint,1,18-25,0
1,1,1,0,2,3,0,1,3,1,0,1,1,2,1,1,2,0,1,3,1,5,2,6,7,5,5,6,6,3,5,4,2,2,25,3,16,18,18,2,3,1,Nuclear,2,18-25,0
3,2,2,2,2,2,1,2,3,1,1,2,2,3,2,2,1,1,2,2,3,2,5,7,6,7,7,7,5,6,5,3,1,2,20,6,28,28,26,3,4,3,Joint,1,18-25,0
1,0,1,0,2,1,0,2,2,1,2,1,1,1,1,1,0,0,0,0,2,6,6,5,4,5,5,7,2,3,5,3,2,2,22,5,16,6,16,2,0,1,Nuclear,2,18-25,0
3,1,1,3,2,3,1,3,3,1,1,3,1,2,2,1,3,3,3,1,0,4,5,5,6,6,4,7,3,2,2,3,1,2,21,5,36,28,18,2,4,4,Nuclear,2,18-25,0
0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,2,5,5,6,6,7,6,7,6,3,5,3,3,2,22,8,0,2,16,2,0,0,Joint,1,18-25,0
3,2,2,0,2,2,1,1,1,3,3,0,3,3,1,3,3,1,1,1,3,6,6,4,7,7,4,7,5,2,2,3,3,2,22,3,26,14,38,4,2,3,Nuclear,2,18-25,0
2,1,1,1,3,2,1,2,3,3,2,2,3,2,2,2,3,3,3,3,3,5,1,3,7,5,7,7,7,1,7,2,3,2,20,4,30,28,36,4,4,3,Nuclear,2,18-25,0
2,0,0,0,1,2,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,7,7,7,5,7,2,6,3,5,4,3,3,2,25,8,12,2,6,0,0,0,Joint,1,18-25,0
1,3,0,3,3,0,0,2,0,3,1,1,3,1,3,3,3,0,2,1,3,1,3,5,6,3,6,6,7,6,7,3,1,2,23,3,12,24,36,4,4,0,Nuclear,2,18-25,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,7,7,7,6,3,7,5,6,3,2,2,26,8,42,42,42,4,4,4,Joint,1,26-35,1
1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,3,1,0,1,1,6,7,7,5,7,2,6,5,2,5,4,3,2,24,7,12,6,18,2,0,0,Joint,1,18-25,0
2,1,2,3,2,2,2,2,3,1,2,1,3,2,3,1,3,3,2,3,1,5,5,4,7,5,4,6,4,4,5,2,2,2,20,4,28,34,26,3,4,3,Nuclear,2,18-25,0
1,0,0,1,1,0,0,1,2,0,0,1,1,2,0,1,0,2,1,1,0,5,4,5,5,6,7,6,3,4,3,2,2,1,19,7,14,10,6,0,2,0,Joint,1,18-25,0
2,2,2,0,1,2,0,3,1,1,1,2,2,1,1,2,2,2,0,1,2,5,4,4,6,5,6,7,6,4,3,2,1,2,18,8,26,10,24,3,2,3,Joint,1,18-25,0
1,3,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,5,6,6,3,7,3,4,5,6,7,4,3,2,23,4,6,10,8,0,2,0,Nuclear,2,18-25,0
1,3,1,1,3,3,1,3,1,1,1,1,3,3,1,1,3,0,1,3,0,4,6,7,7,7,7,7,4,4,1,0,1,2,33,3,24,22,24,3,4,2,Nuclear,2,26-35,1
1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,3,1,1,2,3,6,4,6,6,7,5,3,4,5,3,2,1,23,3,16,4,14,2,0,1,Nuclear,2,18-25,0
0,0,1,0,1,1,1,1,2,1,1,0,1,1,0,1,2,2,0,1,0,5,4,6,6,3,6,7,5,6,4,2,3,2,19,3,12,8,14,2,1,0,Nuclear,2,18-25,0
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,5,3,3,6,2,6,5,4,3,3,3,2,25,4,2,0,8,0,0,0,Nuclear,2,18-25,0
1,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,3,4,3,5,5,5,4,5,3,4,3,1,1,23,4,6,2,12,1,0,0,Nuclear,2,18-25,0
2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,3,2,3,1,1,1,1,5,6,4,6,7,2,7,4,4,2,1,2,20,2,26,14,24,3,2,3,Nuclear,2,18-25,0
0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,2,0,1,0,0,0,4,2,5,2,6,3,5,6,6,7,2,1,2,23,4,8,6,8,0,0,0,Nuclear,2,18-25,0
2,2,3,1,3,1,2,1,3,3,1,2,3,1,2,2,3,0,2,2,3,1,2,1,6,5,7,7,1,3,1,2,3,2,26,2,16,28,40,4,4,1,Nuclear,2,26-35,1
3,1,2,0,3,3,0,2,3,3,2,1,3,1,1,3,3,2,1,3,3,4,6,2,6,6,6,5,7,2,4,4,3,1,25,5,28,18,40,4,3,3,Nuclear,2,18-25,0
2,1,0,1,1,2,2,3,3,1,1,3,3,1,2,2,1,0,1,2,0,5,1,6,7,5,6,6,2,4,5,3,1,2,21,8,24,24,16,2,4,2,Joint,1,18-25,0
1,3,3,0,1,0,0,1,1,1,1,0,3,1,0,1,3,1,1,1,3,4,6,3,7,4,7,6,6,3,4,2,3,2,19,4,10,12,30,4,2,0,Nuclear,2,18-25,0
1,0,1,0,0,1,0,1,1,1,2,0,1,1,1,1,1,1,0,1,0,4,4,7,4,7,5,6,2,6,4,3,2,2,24,5,14,6,10,1,0,0,Nuclear,2,18-25,0
3,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,2,3,3,3,1,6,5,7,1,6,5,7,1,6,3,3,2,18,3,38,40,40,4,4,4,Nuclear,2,18-25,0
1,0,2,0,2,2,1,0,1,2,2,1,2,0,1,3,3,0,3,0,2,1,4,5,5,3,6,6,3,2,3,2,1,2,19,5,12,12,32,4,2,0,Nuclear,2,18-25,0
1,1,0,2,1,2,2,1,2,1,1,0,0,1,2,1,0,2,1,2,1,6,6,6,7,3,5,3,3,2,5,2,2,2,21,7,16,24,8,0,4,1,Joint,1,18-25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,5,3,1,5,1,7,7,3,7,4,2,2,25,4,2,2,0,0,0,0,Nuclear,2,18-25,0
1,0,1,1,3,0,3,3,2,1,0,1,3,2,1,1,2,0,2,2,0,3,3,5,7,6,6,3,5,4,4,3,3,2,20,5,14,22,22,3,4,0,Nuclear,2,18-25,0
3,1,0,2,1,3,1,2,3,1,1,3,0,2,2,1,3,3,3,1,0,2,6,7,7,6,7,4,1,3,2,3,3,2,22,5,34,26,12,1,4,4,Nuclear,2,18-25,0
0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,5,5,5,7,6,5,3,6,4,3,2,25,3,4,6,2,0,0,0,Nuclear,2,18-25,0
3,2,1,2,2,3,2,2,2,2,2,1,3,3,1,1,3,2,2,1,3,5,6,7,7,6,6,7,6,2,2,2,3,2,19,3,32,24,30,4,4,3,Nuclear,2,18-25,0
2,3,2,1,1,1,1,1,1,2,1,1,3,2,1,2,1,2,3,1,1,5,5,6,7,7,7,6,3,3,3,3,3,2,23,2,20,22,24,3,4,2,Nuclear,2,18-25,0
1,0,0,0,1,1,1,0,1,2,2,1,2,1,0,1,1,3,1,1,0,6,6,7,6,5,1,7,1,6,7,3,3,2,37,3,18,8,14,2,1,1,Nuclear,2,36-45,2
1,0,3,2,3,1,1,1,3,3,1,2,1,2,2,2,2,1,2,3,1,1,2,2,5,4,6,4,7,4,4,2,3,2,21,4,18,26,30,4,4,1,Nuclear,2,18-25,0
1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,3,1,6,3,3,4,5,7,6,2,4,1,2,23,4,6,6,8,0,0,0,Nuclear,2,18-25,0
2,0,1,2,3,1,0,2,2,1,2,2,1,0,2,1,2,1,2,2,1,2,5,1,6,5,5,6,5,2,6,3,3,2,22,4,20,20,20,2,4,2,Nuclear,2,18-25,0
1,1,1,0,1,2,1,1,1,2,0,0,0,1,0,1,2,3,1,2,1,3,5,4,6,5,6,6,5,6,2,3,2,1,22,10,16,12,16,2,2,1,Joint,1,18-25,0
2,0,1,0,1,1,1,1,1,0,0,2,0,2,1,1,0,1,2,1,1,7,3,7,6,7,5,7,7,4,7,4,3,2,24,3,18,12,8,0,2,1,Nuclear,2,18-25,0
3,1,1,1,1,3,1,1,1,2,1,1,2,1,1,1,3,3,1,1,1,2,6,7,7,6,6,7,6,3,2,3,1,2,21,4,26,14,22,3,2,3,Nuclear,2,18-25,0
3,2,1,2,2,2,0,2,3,3,2,1,2,2,1,0,3,1,1,3,2,2,6,4,6,3,6,7,7,2,0,3,2,2,19,4,26,24,26,3,4,3,Nuclear,2,18-25,0
0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,4,5,7,7,5,6,7,1,7,7,4,1,2,25,6,2,2,6,0,0,0,Joint,1,18-25,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1,7,5,5,1,6,2,5,2,3,2,2,29,6,0,4,0,0,0,0,Joint,1,26-35,1
0,0,2,0,1,0,0,1,0,1,1,1,3,1,0,1,2,1,0,1,0,4,4,5,7,4,7,4,4,5,5,3,3,2,21,3,10,2,20,2,0,0,Nuclear,2,18-25,0
2,3,1,2,2,3,1,3,2,2,1,2,2,2,3,1,3,2,2,3,2,5,7,7,6,3,5,5,2,2,2,2,3,2,20,3,30,32,26,3,4,3,Nuclear,2,18-25,0
2,3,1,1,3,1,2,1,3,3,1,1,3,3,1,3,1,2,1,2,1,4,5,5,5,3,6,7,2,5,7,4,2,1,24,4,22,26,30,4,4,2,Nuclear,2,18-25,0
1,0,1,1,1,3,1,1,3,0,1,2,0,1,3,1,1,0,1,2,1,4,4,6,7,5,2,5,5,3,4,3,1,2,23,3,18,22,10,1,4,1,Nuclear,2,18-25,0
3,0,3,0,3,3,0,2,3,3,2,3,2,3,1,3,3,3,0,3,3,1,5,4,6,1,7,7,4,4,7,3,3,2,18,4,38,14,40,4,2,4,Nuclear,2,18-25,0
2,0,1,1,2,1,2,1,2,1,1,2,2,2,2,1,1,2,2,1,1,3,4,6,5,5,6,6,5,4,5,3,2,2,21,6,22,20,18,2,4,2,Joint,1,18-25,0
3,3,3,3,2,3,0,0,0,3,3,3,3,3,0,3,3,3,0,3,3,1,3,6,5,4,1,6,5,3,7,3,1,2,23,0,36,18,40,4,3,4,Nuclear,2,18-25,0
1,2,0,0,0,1,1,1,1,2,1,1,1,1,1,1,3,1,0,1,1,3,4,2,5,4,4,3,4,2,3,3,2,2,19,5,14,12,16,2,2,0,Nuclear,2,18-25,0
1,1,0,1,1,1,0,2,2,0,1,2,1,0,1,0,1,1,3,2,2,5,5,6,5,6,4,5,3,5,5,3,3,2,20,4,16,20,10,1,4,1,Nuclear,2,18-25,0
1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,2,1,0,5,3,6,4,6,5,6,0,6,5,3,1,2,20,4,12,12,6,0,2,0,Nuclear,2,18-25,0
2,2,2,0,2,1,0,0,2,0,0,1,0,3,0,0,1,3,1,3,0,6,4,7,6,7,4,7,7,5,2,4,3,2,25,6,20,16,10,1,3,2,Joint,1,18-25,0
1,1,1,0,1,2,0,0,2,1,1,1,3,3,0,1,3,1,0,2,0,5,6,2,5,2,4,2,7,3,7,3,2,2,23,3,18,10,20,2,2,1,Nuclear,2,18-25,0
3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,1,3,3,3,3,1,3,5,3,7,4,5,6,7,3,4,2,2,2,24,9,38,38,34,4,4,4,Joint,1,18-25,0
1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,5,5,6,1,7,2,6,3,2,3,2,35,12,6,0,4,0,0,0,Extended,0,26-35,1
1,1,1,2,2,2,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,4,4,3,3,6,3,5,4,6,4,2,3,1,20,4,12,12,12,1,2,0,Nuclear,2,18-25,0
1,1,1,3,3,1,1,0,1,3,1,0,1,1,1,3,1,2,3,3,1,6,6,5,6,3,5,7,7,4,5,4,2,2,26,4,12,26,26,3,4,0,Nuclear,2,26-35,1
3,1,3,0,3,0,1,3,3,3,0,0,3,2,2,3,3,0,1,3,3,1,4,4,3,4,7,6,1,2,7,3,2,2,24,9,16,22,42,4,4,1,Joint,1,18-25,0
1,1,1,2,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,1,0,5,3,7,4,4,4,6,1,4,7,3,3,2,19,6,18,22,14,2,4,1,Joint,1,18-25,0
1,2,0,0,3,1,0,3,0,1,0,2,0,1,0,0,0,1,1,0,0,3,3,4,4,5,4,6,5,4,4,2,1,2,19,4,18,6,8,0,0,1,Nuclear,2,18-25,0
0,3,1,0,2,2,0,1,3,1,1,0,1,1,0,1,2,2,0,1,1,5,2,5,2,6,2,7,3,4,5,3,1,2,21,5,14,14,18,2,2,0,Nuclear,2,18-25,0
0,0,0,0,1,1,1,0,1,2,0,0,2,1,1,1,3,1,1,2,0,6,5,3,5,5,6,5,6,4,6,3,2,2,27,3,6,12,18,2,2,0,Nuclear,2,26-35,1
1,0,1,0,2,1,0,2,1,1,1,1,1,1,0,1,2,0,0,2,1,3,3,1,7,3,6,5,5,2,6,3,2,2,23,3,14,6,18,2,0,0,Nuclear,2,18-25,0
3,3,1,3,2,3,3,3,2,2,3,2,3,2,2,2,3,3,2,3,3,3,4,6,7,5,6,6,7,2,6,3,1,2,23,7,38,36,32,4,4,4,Joint,1,18-25,0
2,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,2,1,0,0,1,6,5,7,5,7,4,7,7,6,2,3,3,2,20,2,8,8,8,0,1,0,Nuclear,2,18-25,0
0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,1,2,1,0,1,1,3,3,5,5,3,6,6,2,6,2,3,2,2,20,3,4,6,14,2,0,0,Nuclear,2,18-25,0
1,1,0,0,0,1,0,0,1,2,1,0,0,0,2,0,1,3,0,0,0,5,2,4,4,5,6,7,4,4,3,2,3,2,19,4,12,8,6,0,1,0,Nuclear,2,18-25,0
3,3,2,1,2,3,2,3,3,2,1,1,2,1,1,2,3,1,1,2,3,2,4,3,7,6,6,7,5,2,4,3,3,2,18,3,26,26,32,4,4,3,Nuclear,2,18-25,0
3,2,1,2,1,3,3,1,2,1,3,1,2,2,1,1,3,3,3,1,2,7,7,5,7,6,6,6,4,1,3,2,1,2,23,3,32,28,22,3,4,3,Nuclear,2,18-25,0
2,2,2,2,2,2,0,2,2,0,2,2,2,2,0,2,2,2,0,2,0,5,7,7,6,7,7,0,0,3,2,3,3,2,26,0,28,16,20,2,3,3,Nuclear,2,26-35,1
2,0,1,0,1,2,0,2,2,0,3,0,2,0,0,0,3,2,1,0,2,7,7,5,6,5,2,3,5,1,3,3,2,2,23,5,22,6,18,2,0,2,Nuclear,2,18-25,0
1,0,3,1,2,1,1,1,2,3,2,2,1,1,2,2,2,1,1,3,1,5,2,5,6,3,4,7,6,2,5,2,3,2,20,3,18,20,28,4,4,1,Nuclear,2,18-25,0
1,0,1,1,1,1,1,3,1,1,2,3,3,1,1,1,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,3,3,2,35,5,28,16,22,3,3,3,Nuclear,2,26-35,1
3,3,1,1,1,1,1,1,3,2,1,2,2,1,1,1,3,2,3,2,2,5,5,3,6,2,1,5,3,1,5,2,2,1,20,3,22,28,24,3,4,2,Nuclear,2,18-25,0
1,1,1,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,7,7,6,3,6,3,5,5,6,5,2,1,2,26,5,4,6,10,1,0,0,Nuclear,2,26-35,1
0,2,2,0,2,2,0,3,2,3,3,1,3,2,2,2,2,2,1,3,0,5,5,5,5,5,6,6,6,6,5,3,1,2,20,4,26,20,28,4,4,3,Nuclear,2,18-25,0
1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,5,1,5,5,7,7,7,5,6,2,3,2,2,24,8,2,6,6,0,0,0,Joint,1,18-25,0
0,2,1,1,2,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,5,6,5,4,5,5,5,6,5,2,4,3,2,23,2,8,10,12,1,2,0,Nuclear,2,18-25,0
1,1,0,0,0,3,0,1,2,1,2,1,1,3,0,0,0,3,0,1,0,4,6,7,7,4,1,1,6,2,7,4,3,2,25,5,28,8,4,0,1,3,Nuclear,2,18-25,0
2,1,1,1,0,1,0,1,1,0,0,1,2,0,1,2,1,2,0,1,1,5,5,6,7,7,4,4,5,7,7,2,2,2,19,6,14,10,14,2,2,0,Joint,1,18-25,0
3,0,3,0,3,3,1,1,1,3,1,1,2,1,1,3,3,3,0,1,1,2,6,2,6,1,7,4,5,1,4,3,3,2,40,5,26,8,36,4,1,3,Nuclear,2,36-45,2
1,1,1,0,1,1,0,0,1,2,1,1,2,1,0,1,1,1,1,1,3,2,3,5,5,5,7,6,5,3,2,3,3,2,28,5,12,8,22,3,1,0,Nuclear,2,26-35,1
3,0,1,2,3,3,3,2,3,3,2,2,3,2,2,2,2,3,2,3,2,1,5,4,7,3,7,6,6,4,6,2,2,2,21,6,34,30,32,4,4,4,Joint,1,18-25,0
3,0,1,0,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,3,6,7,5,7,2,1,1,7,7,6,3,3,1,24,5,42,26,34,4,4,4,Nuclear,2,18-25,0
2,0,1,2,1,3,1,3,3,3,1,3,1,1,3,1,3,3,1,1,2,5,1,2,7,5,6,7,6,2,4,4,3,2,25,3,32,22,24,3,4,3,Nuclear,2,18-25,0
2,1,3,2,3,2,3,3,3,0,1,0,3,1,2,1,2,0,1,3,0,4,2,5,7,2,6,6,6,5,3,3,2,2,25,3,18,30,24,3,4,1,Nuclear,2,18-25,0
1,1,2,1,2,1,0,1,1,2,1,1,2,1,0,1,1,1,0,1,0,3,2,7,1,6,6,7,2,5,2,4,3,2,25,6,14,8,20,2,1,0,Joint,1,18-25,0
3,2,2,3,1,3,0,2,2,3,1,2,3,1,3,2,2,2,2,2,3,6,5,6,7,5,7,6,5,6,3,4,0,2,24,4,28,28,32,4,4,3,Nuclear,2,18-25,0
1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,5,5,3,4,6,5,3,6,2,1,2,20,2,14,14,16,2,2,0,Nuclear,2,18-25,0
1,0,0,0,2,0,0,1,3,1,1,0,0,1,1,0,1,3,0,1,0,2,5,5,3,3,7,5,6,5,3,3,2,1,21,5,14,10,8,0,2,0,Nuclear,2,18-25,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,5,2,5,1,5,1,5,7,3,3,2,21,5,0,0,4,0,0,0,Nuclear,2,18-25,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,1,7,1,3,4,4,7,1,1,2,3,2,19,4,42,42,40,4,4,4,Nuclear,2,18-25,0
2,1,2,2,1,3,0,3,2,0,2,2,1,1,3,2,1,1,2,2,1,2,3,3,2,6,6,7,6,6,6,2,2,2,18,3,28,24,16,2,4,3,Nuclear,2,18-25,0
3,1,3,1,3,2,1,3,1,3,3,3,3,1,2,3,2,2,1,3,3,1,6,5,7,1,7,7,6,3,6,2,3,2,19,2,34,20,40,4,4,4,Nuclear,2,18-25,0
1,2,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,2,0,2,2,6,6,5,6,6,7,6,4,5,4,2,2,2,18,4,16,18,16,2,3,1,Nuclear,2,18-25,0
2,0,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,0,2,1,6,6,6,7,6,5,5,3,4,5,3,2,2,26,4,20,14,14,2,2,2,Nuclear,2,26-35,1
2,3,2,0,1,2,0,1,2,2,1,1,2,1,2,1,2,1,1,2,1,6,3,3,6,7,1,5,1,4,2,4,3,2,24,7,18,20,22,3,4,1,Joint,1,18-25,0
1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,2,2,1,0,1,0,7,3,4,1,2,6,6,4,5,4,3,2,1,20,3,8,6,14,2,0,0,Nuclear,2,18-25,0
1,0,3,1,3,3,0,0,3,3,0,3,2,2,1,1,3,3,0,3,3,5,7,7,6,7,6,5,5,4,4,3,1,2,24,1,24,16,36,4,3,2,Nuclear,2,18-25,0
3,1,1,1,1,3,1,2,2,2,1,2,2,1,2,2,3,2,2,2,2,5,6,6,7,6,7,5,2,5,3,3,3,2,20,4,28,22,26,3,4,3,Nuclear,2,18-25,0
1,3,2,1,3,3,2,3,2,3,3,2,3,3,2,3,3,3,2,3,3,5,4,6,7,6,4,5,7,1,3,2,1,2,19,5,36,30,40,4,4,4,Nuclear,2,18-25,0
0,1,1,1,0,2,1,0,1,0,0,1,2,1,1,1,1,1,1,2,0,5,4,5,3,4,5,5,4,4,3,3,2,2,25,3,10,16,10,1,3,0,Nuclear,2,18-25,0
3,0,1,0,3,1,1,3,1,2,3,2,3,3,1,2,3,2,1,1,3,7,7,7,7,1,4,5,3,5,6,2,1,1,27,4,34,10,34,4,2,4,Nuclear,2,26-35,1
3,2,2,1,2,3,1,2,3,2,2,2,3,2,2,2,2,0,1,3,2,2,5,3,7,3,7,6,7,1,7,2,2,2,20,5,28,26,30,4,4,3,Nuclear,2,18-25,0
1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,2,1,1,0,0,3,7,1,3,1,5,5,4,4,3,3,1,2,22,2,14,6,10,1,0,0,Nuclear,2,18-25,0
2,3,3,1,3,3,1,1,2,3,1,1,3,2,1,1,3,2,2,1,3,4,5,5,5,3,7,5,6,6,7,3,3,2,26,8,24,22,38,4,4,2,Joint,1,26-35,1
3,2,3,1,2,2,2,2,3,2,3,2,3,1,2,2,3,3,3,1,3,4,5,4,7,4,4,4,4,2,4,3,1,2,19,4,32,28,36,4,4,3,Nuclear,2,18-25,0
1,1,0,0,3,1,0,1,3,1,1,1,2,1,1,2,3,1,0,1,2,3,4,5,6,6,3,7,3,4,1,3,3,2,20,6,14,12,26,3,2,0,Joint,1,18-25,0
1,3,1,1,3,1,1,3,3,2,1,2,3,1,0,1,2,2,2,2,2,5,3,3,6,6,7,7,3,2,4,3,3,2,23,4,22,24,28,4,4,2,Nuclear,2,18-25,0
