Q1(S),Q2(A),Q3(D),Q4(A),Q5(D),Q6(S),Q7(A),Q8(S),Q9(A),Q10(D),Q11(S),Q12(S),Q13(D),Q14(S),Q15(A),Q16(D),Q17(D),Q18(S),Q19(A),Q20(A),Q21(D),TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,education,urban,gender,age,familysize,Str,Anx,Dep,Depression,Anxiety,Stress,family,family_enc,age class,age_enc
2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,3,3,0,2,1,4,2,1,6,5,3,6,4,4,5,3,2,2,21,4,28,20,26,3,4,3,Nuclear,2,18-25,0
3,0,1,0,2,3,0,1,3,1,2,2,3,3,1,1,3,3,0,3,2,5,7,2,7,6,1,6,2,2,5,2,1,2,19,4,34,14,26,3,2,4,Nuclear,2,18-25,0
3,0,3,1,3,3,2,2,3,3,1,2,3,2,2,3,3,1,0,2,3,3,1,3,7,5,6,6,5,1,3,2,2,2,22,3,28,20,42,4,4,3,Nuclear,2,18-25,0
1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,5,3,3,5,3,5,5,5,3,6,2,2,2,22,2,2,4,4,0,0,0,Nuclear,2,18-25,0
2,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,3,2,2,1,6,6,4,6,6,4,6,6,3,3,3,3,2,21,5,26,22,16,2,4,3,Nuclear,2,18-25,0
3,3,2,2,2,3,2,3,1,2,3,2,3,3,2,3,2,2,3,3,3,4,4,5,7,4,7,6,5,3,4,2,3,2,19,4,38,32,34,4,4,4,Nuclear,2,18-25,0
1,1,2,0,2,1,0,1,1,2,1,1,2,1,1,2,3,1,0,1,1,3,2,5,4,6,6,6,5,4,2,3,3,2,26,6,14,8,28,4,1,0,Joint,1,26-35,1
1,1,1,2,2,1,0,0,2,1,1,1,0,2,0,3,2,3,1,0,2,1,5,6,5,6,4,3,2,5,7,3,2,1,24,5,18,12,22,3,2,1,Nuclear,2,18-25,0
1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,6,3,6,4,5,2,7,2,4,2,3,3,2,29,3,6,4,2,0,0,0,Nuclear,2,26-35,1
2,2,1,1,1,2,3,1,2,1,1,1,1,1,1,0,1,2,3,2,0,5,6,5,5,4,7,4,5,5,7,3,2,1,23,3,20,28,10,1,4,2,Nuclear,2,18-25,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,1,7,6,4,1,6,2,2,2,2,23,4,2,2,0,0,0,0,Nuclear,2,18-25,0
1,2,2,0,2,1,0,1,3,2,2,3,1,3,1,1,1,2,0,1,1,3,5,5,6,5,3,4,5,3,6,3,2,2,23,4,26,14,20,2,2,3,Nuclear,2,18-25,0
3,0,3,2,3,3,2,2,3,2,2,2,3,2,2,3,3,2,3,3,3,3,6,3,7,2,7,6,2,3,1,0,2,2,21,4,32,30,40,4,4,3,Nuclear,2,18-25,0
3,0,3,1,3,3,0,3,2,3,0,2,3,1,1,3,3,0,2,1,3,6,6,6,7,3,6,5,6,2,6,2,1,2,19,3,24,14,42,4,2,2,Nuclear,2,18-25,0
3,3,3,1,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,7,2,7,1,7,6,7,1,4,3,3,2,22,8,42,34,42,4,4,4,Joint,1,18-25,0
3,0,2,2,3,2,1,3,3,3,1,1,2,2,1,1,3,1,2,2,2,3,4,6,5,4,3,6,6,3,3,4,2,2,23,4,26,22,32,4,4,3,Nuclear,2,18-25,0
1,3,1,0,1,1,3,1,2,0,1,0,1,1,0,0,1,2,3,1,0,4,4,5,5,6,3,4,5,5,3,3,2,2,21,4,14,24,8,0,4,0,Nuclear,2,18-25,0
1,0,1,1,1,2,0,1,2,1,1,1,0,1,1,0,1,3,2,1,1,3,7,7,6,7,2,7,6,3,5,3,3,2,28,5,20,14,10,1,2,2,Nuclear,2,26-35,1
3,2,1,0,2,2,2,0,3,3,1,1,2,3,1,1,3,3,2,3,3,4,6,5,6,6,7,5,7,4,7,2,3,2,19,5,26,26,30,4,4,3,Nuclear,2,18-25,0
2,2,0,1,0,0,0,0,2,2,2,0,2,2,2,2,0,2,0,0,2,6,5,4,5,6,3,6,6,6,5,3,2,2,26,4,16,14,16,2,2,1,Nuclear,2,26-35,1
0,0,1,0,1,0,0,0,0,2,0,0,2,0,0,2,1,0,0,0,1,6,3,6,2,6,5,5,2,6,2,4,2,2,25,0,0,0,20,2,0,0,Nuclear,2,18-25,0
2,3,2,2,2,2,1,2,2,3,2,2,3,2,2,2,3,2,2,2,2,4,5,5,6,3,4,4,5,4,5,3,3,2,20,4,28,28,34,4,4,3,Nuclear,2,18-25,0
2,1,0,0,0,2,0,0,0,2,2,1,2,1,0,1,2,2,0,3,1,6,6,6,7,5,5,6,1,2,4,2,3,2,22,3,20,8,16,2,1,2,Nuclear,2,18-25,0
3,1,0,0,2,1,0,3,1,2,1,1,1,2,0,1,3,0,0,1,0,3,6,6,7,4,7,7,3,2,4,3,2,2,22,4,22,6,18,2,0,2,Nuclear,2,18-25,0
3,1,3,2,2,1,2,2,2,2,2,2,3,3,3,1,3,3,2,3,3,5,5,6,7,7,6,5,2,1,4,3,3,2,22,5,32,30,34,4,4,3,Nuclear,2,18-25,0
2,2,2,1,2,3,1,2,3,3,2,2,1,3,2,2,2,1,2,2,2,3,2,2,7,4,6,5,5,3,4,4,3,2,24,3,30,26,28,4,4,3,Nuclear,2,18-25,0
1,2,1,0,3,1,1,0,0,0,1,1,3,1,0,0,2,2,0,1,0,4,4,5,6,3,4,5,5,6,5,3,1,2,22,3,14,8,18,2,1,0,Nuclear,2,18-25,0
3,3,1,0,2,1,3,1,3,2,1,1,2,1,1,1,1,1,3,0,1,1,4,7,7,5,7,7,5,5,7,3,1,2,21,4,18,26,20,2,4,1,Nuclear,2,18-25,0
2,2,1,3,2,2,2,2,2,1,1,3,2,2,2,1,1,3,1,2,2,3,3,2,3,3,2,3,3,2,2,3,1,2,24,2,30,28,20,2,4,3,Nuclear,2,18-25,0
3,3,2,0,3,3,3,1,3,3,3,2,2,3,0,2,3,3,0,0,3,5,2,1,7,4,5,5,6,3,2,3,2,2,27,4,36,18,36,4,3,4,Nuclear,2,26-35,1
1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,4,5,5,3,6,5,5,5,5,2,3,2,2,21,2,10,0,12,1,0,0,Nuclear,2,18-25,0
3,1,3,2,3,1,2,1,3,1,1,1,0,3,2,3,3,3,1,2,1,6,5,1,7,6,6,7,4,3,7,2,1,2,22,4,26,26,28,4,4,3,Nuclear,2,18-25,0
1,0,0,0,2,0,0,1,1,1,1,0,1,1,0,1,0,2,0,0,0,2,3,5,3,5,5,7,3,7,5,4,2,1,28,3,12,2,10,1,0,0,Nuclear,2,26-35,1
3,1,0,2,1,2,3,1,3,0,1,1,1,1,3,1,0,1,2,1,0,5,6,7,5,6,1,7,6,3,4,3,2,1,23,5,20,30,6,0,4,2,Nuclear,2,18-25,0
1,1,2,0,1,2,0,0,1,2,2,2,1,1,1,1,2,1,2,0,2,4,5,6,4,7,4,4,4,6,4,3,2,1,38,5,18,10,22,3,2,1,Nuclear,2,36-45,2
2,1,0,1,1,3,0,1,1,0,1,1,0,0,0,0,0,3,1,1,0,7,6,7,5,6,2,5,2,6,4,3,3,2,23,3,22,10,2,0,2,2,Nuclear,2,18-25,0
1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,2,6,4,5,1,5,3,3,2,1,25,4,2,2,4,0,0,0,Nuclear,2,18-25,0
3,2,2,2,2,3,2,2,3,1,2,2,2,2,2,2,3,2,2,2,2,5,7,7,7,7,6,6,2,3,5,3,3,1,20,4,32,30,28,4,4,3,Nuclear,2,18-25,0
2,2,1,3,1,3,3,3,3,1,1,2,3,2,3,1,1,1,3,3,1,5,5,3,7,6,5,7,7,2,1,3,3,2,18,3,28,40,18,2,4,3,Nuclear,2,18-25,0
3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,5,3,4,5,3,4,5,5,3,4,3,1,2,23,4,32,26,26,3,4,3,Nuclear,2,18-25,0
2,0,2,0,2,3,1,2,0,0,0,1,1,1,0,1,3,3,0,3,1,4,6,5,7,7,4,7,7,4,1,2,1,2,19,7,24,8,20,2,1,2,Joint,1,18-25,0
3,3,2,1,3,1,1,1,3,3,1,3,2,1,1,3,2,2,2,2,2,1,5,3,7,1,5,7,7,2,4,2,2,2,19,5,24,26,34,4,4,2,Nuclear,2,18-25,0
3,1,1,1,1,3,2,2,3,3,1,3,1,1,1,3,3,3,0,1,3,3,3,2,5,5,7,6,7,2,2,2,3,2,20,4,32,18,30,4,3,3,Nuclear,2,18-25,0
1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,2,0,1,1,1,4,4,7,3,7,6,6,2,6,7,2,2,1,24,8,8,10,14,2,2,0,Joint,1,18-25,0
2,2,1,0,1,3,0,1,3,3,0,0,3,1,3,1,3,3,0,3,3,4,5,7,7,5,4,4,7,4,7,3,1,2,21,6,20,22,30,4,4,2,Joint,1,18-25,0
1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,5,5,3,5,3,6,6,2,3,5,3,1,2,27,8,12,10,6,0,2,0,Joint,1,26-35,1
2,0,1,0,2,2,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,2,3,5,2,4,6,5,5,4,3,2,1,1,27,8,12,4,10,1,0,0,Joint,1,26-35,1
0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,3,0,1,0,6,6,7,5,6,1,5,2,6,4,3,3,2,22,2,10,10,2,0,2,0,Nuclear,2,18-25,0
1,3,1,1,2,1,1,1,3,2,2,2,2,2,3,2,2,1,1,2,2,3,5,6,6,5,7,5,6,5,2,3,2,2,24,4,20,28,26,3,4,2,Nuclear,2,18-25,0
3,3,3,1,3,1,1,3,0,3,3,3,3,2,1,3,3,3,3,2,2,4,1,7,5,6,6,7,6,3,5,2,3,2,20,7,36,22,40,4,4,4,Joint,1,18-25,0
3,3,1,1,1,3,1,3,3,3,3,1,2,3,3,1,3,3,1,1,2,2,6,6,7,4,5,5,5,4,2,4,3,2,27,4,38,26,26,3,4,4,Nuclear,2,26-35,1
1,3,0,1,1,2,1,1,1,2,1,0,2,1,0,1,0,2,1,1,0,1,1,1,5,4,4,3,4,5,5,2,1,1,20,3,16,16,12,1,3,1,Nuclear,2,18-25,0
3,3,3,3,2,1,3,3,3,3,2,2,3,1,3,2,3,2,3,3,3,4,5,2,6,4,7,4,6,1,6,2,2,2,19,4,28,42,38,4,4,3,Nuclear,2,18-25,0
3,2,2,0,1,2,0,1,0,2,2,1,1,1,2,1,0,2,0,2,0,1,1,6,6,3,7,5,1,3,3,2,2,2,19,5,24,12,14,2,2,2,Nuclear,2,18-25,0
2,1,2,2,2,2,2,2,2,3,1,1,3,1,0,2,3,1,0,2,3,6,6,6,3,7,1,2,3,5,7,3,2,2,21,4,20,18,36,4,3,2,Nuclear,2,18-25,0
1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,2,0,1,2,1,5,4,2,4,5,1,6,3,6,4,2,2,2,20,6,8,12,6,0,2,0,Joint,1,18-25,0
0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,4,4,2,5,6,3,5,2,3,2,2,32,8,8,2,0,0,0,0,Joint,1,26-35,1
0,1,2,1,0,1,1,1,1,2,1,1,3,1,1,1,3,0,2,1,3,3,2,6,7,7,5,6,3,6,6,2,3,2,18,2,10,16,28,4,3,0,Nuclear,2,18-25,0
1,3,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,3,1,1,0,6,5,6,2,7,1,6,5,6,4,3,2,2,18,5,14,14,8,0,2,0,Nuclear,2,18-25,0
2,1,1,1,0,1,2,2,3,3,1,2,2,3,3,1,3,2,2,2,3,4,4,4,4,4,2,4,5,4,5,3,1,2,19,6,26,28,26,3,4,3,Joint,1,18-25,0
2,1,3,0,2,1,0,0,2,2,2,2,2,2,3,1,2,2,1,2,1,4,4,2,7,3,3,5,7,1,4,4,1,2,23,6,22,18,26,3,3,2,Joint,1,18-25,0
3,3,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,2,3,1,1,5,6,6,6,4,5,6,4,4,5,3,2,2,25,4,20,30,16,2,4,2,Nuclear,2,18-25,0
0,0,0,0,1,1,1,1,1,1,3,1,2,1,1,2,1,1,2,1,1,4,4,5,5,6,6,6,5,3,5,2,3,2,19,6,16,12,16,2,2,1,Joint,1,18-25,0
3,2,0,0,0,1,0,2,1,1,0,1,1,1,1,0,2,3,0,1,1,5,4,7,4,5,7,4,3,4,5,2,1,2,19,2,22,10,10,1,2,2,Nuclear,2,18-25,0
3,0,1,0,3,2,0,1,2,2,3,0,3,3,0,3,2,3,0,1,2,3,5,7,3,5,6,6,1,5,5,3,2,2,24,4,30,6,32,4,0,3,Nuclear,2,18-25,0
2,2,2,2,3,3,1,1,3,3,3,2,3,1,3,1,2,2,2,3,3,4,5,2,5,5,3,6,5,3,2,3,2,2,22,5,28,32,34,4,4,3,Nuclear,2,18-25,0
2,2,1,2,0,0,2,1,2,0,1,2,1,1,2,1,1,2,1,1,0,4,5,5,6,6,7,7,6,4,4,2,2,2,18,2,18,24,8,0,4,1,Nuclear,2,18-25,0
3,3,2,1,3,0,1,1,1,2,3,2,2,1,0,0,3,0,0,0,2,4,4,5,6,7,7,6,4,6,7,3,3,1,24,5,20,12,28,4,2,2,Nuclear,2,18-25,0
3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,7,1,7,2,6,2,7,1,7,2,2,2,20,3,42,42,34,4,4,4,Nuclear,2,18-25,0
0,2,0,1,2,1,1,1,1,3,1,1,0,1,1,1,3,1,0,1,1,2,5,5,2,5,7,2,1,4,4,2,3,2,19,5,12,14,20,2,2,0,Nuclear,2,18-25,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,5,2,6,1,5,3,4,3,4,2,2,25,5,2,0,0,0,0,0,Nuclear,2,18-25,0
3,0,0,0,1,0,0,2,2,1,2,1,1,2,1,0,0,3,0,3,0,3,5,5,3,5,7,1,3,4,6,3,2,1,20,5,26,12,6,0,2,3,Nuclear,2,18-25,0
1,0,1,0,3,1,0,0,2,2,1,1,1,1,0,1,1,1,0,2,1,3,5,2,6,3,6,4,6,3,6,3,2,2,22,4,12,8,20,2,1,0,Nuclear,2,18-25,0
2,2,2,2,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,2,3,4,6,7,7,3,6,5,6,2,5,2,1,2,20,4,34,36,40,4,4,4,Nuclear,2,18-25,0
1,3,0,1,1,1,1,1,2,0,1,1,0,1,1,0,0,3,2,1,0,6,7,5,5,6,5,7,5,6,7,2,1,2,19,5,18,22,2,0,4,1,Nuclear,2,18-25,0
1,3,1,0,1,1,0,1,2,2,2,1,2,2,1,1,3,2,2,1,1,4,6,6,6,6,3,4,4,4,4,3,2,2,24,0,20,18,22,3,3,2,Nuclear,2,18-25,0
2,2,3,1,3,2,0,2,3,3,3,3,3,1,2,2,3,1,1,3,3,4,5,6,7,7,7,7,7,4,4,3,2,2,22,5,28,24,40,4,4,3,Nuclear,2,18-25,0
0,3,1,0,3,3,1,0,3,1,1,1,3,2,2,1,3,1,1,2,2,6,5,5,6,7,4,6,6,4,7,3,3,2,20,2,16,24,28,4,4,1,Nuclear,2,18-25,0
3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,0,3,3,1,1,5,6,7,6,7,7,7,2,7,3,3,2,20,3,32,42,38,4,4,3,Nuclear,2,18-25,0
3,2,3,2,3,0,0,2,3,1,3,0,2,3,2,2,1,3,3,2,3,4,5,4,1,4,1,5,5,4,4,3,2,2,23,4,28,28,30,4,4,3,Nuclear,2,18-25,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,4,6,7,4,7,4,3,2,3,3,3,2,23,4,42,40,42,4,4,4,Nuclear,2,18-25,0
3,2,2,0,3,2,0,2,1,1,2,2,3,3,1,1,1,0,1,2,3,6,4,7,7,6,7,7,1,3,1,3,3,2,22,4,28,14,28,4,2,3,Nuclear,2,18-25,0
3,2,2,1,3,2,0,3,3,3,2,2,2,1,1,0,3,3,1,2,2,2,1,2,7,3,5,6,7,3,6,4,3,2,27,3,32,20,30,4,4,3,Nuclear,2,26-35,1
3,2,2,3,2,3,1,3,3,2,3,3,3,3,3,2,3,3,2,3,3,6,7,4,7,4,5,5,4,2,4,2,3,2,20,3,42,34,34,4,4,4,Nuclear,2,18-25,0
3,0,1,3,3,0,3,3,2,0,2,3,3,0,0,2,3,3,3,3,1,1,4,2,7,4,2,7,6,3,7,2,2,1,19,6,28,28,26,3,4,3,Joint,1,18-25,0
2,1,1,1,1,2,3,1,1,0,1,1,1,1,2,1,1,1,0,1,0,3,1,7,5,6,6,7,7,4,7,2,2,2,20,5,18,18,10,1,3,1,Nuclear,2,18-25,0
1,0,0,1,1,1,1,1,1,1,1,1,2,0,2,0,2,1,2,2,0,5,3,6,5,7,7,7,5,3,1,3,3,2,25,4,12,18,12,1,3,0,Nuclear,2,18-25,0
1,0,1,0,1,3,0,1,3,1,1,1,2,1,1,1,0,0,0,2,1,6,5,7,2,6,6,7,7,6,6,3,2,2,24,3,16,12,14,2,2,1,Nuclear,2,18-25,0
0,1,0,1,2,1,1,2,2,2,0,2,1,1,1,1,2,1,2,2,1,5,2,2,6,2,6,5,4,1,2,2,2,1,20,5,14,20,18,2,4,0,Nuclear,2,18-25,0
3,0,0,0,2,2,2,2,0,2,1,2,3,1,1,1,2,0,1,1,3,3,6,7,6,5,7,6,3,5,5,2,3,2,21,3,22,10,26,3,2,2,Nuclear,2,18-25,0
2,1,3,3,2,3,0,3,3,2,3,1,3,3,3,2,3,3,0,3,3,4,5,2,7,5,7,6,7,1,4,3,3,2,20,4,36,26,36,4,4,4,Nuclear,2,18-25,0
3,2,2,2,3,2,3,2,1,3,3,2,2,2,2,2,3,3,3,2,2,3,6,1,7,6,4,5,7,2,7,3,1,2,22,3,34,30,34,4,4,4,Nuclear,2,18-25,0
3,2,3,0,0,1,0,0,0,2,1,1,1,1,0,2,3,1,0,2,0,3,5,3,2,6,4,4,7,5,3,3,2,2,23,4,16,8,22,3,1,1,Nuclear,2,18-25,0
1,2,1,3,3,1,2,1,1,1,3,1,1,2,1,1,1,3,1,2,1,4,5,6,7,5,4,5,6,4,5,2,1,2,19,2,24,24,18,2,4,2,Nuclear,2,18-25,0
1,1,0,1,1,0,3,2,2,1,1,0,1,1,0,1,1,1,0,2,1,4,6,6,4,6,5,6,2,7,4,2,1,2,22,4,12,18,12,1,3,0,Nuclear,2,18-25,0
1,1,1,0,1,1,1,0,0,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,19,8,6,6,12,1,0,0,Joint,1,18-25,0
3,3,2,3,2,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,2,5,3,7,3,5,5,1,3,4,2,3,2,19,3,40,40,36,4,4,4,Nuclear,2,18-25,0
1,1,1,1,2,1,0,1,2,1,1,2,3,2,1,1,3,1,1,2,2,6,3,4,5,6,4,6,6,3,5,3,3,2,25,4,18,16,26,3,3,1,Nuclear,2,18-25,0
3,2,3,2,2,2,1,1,3,2,1,2,2,3,1,3,3,3,1,3,2,1,7,4,7,7,6,7,4,2,7,2,3,2,20,2,30,26,34,4,4,3,Nuclear,2,18-25,0
3,0,0,1,1,1,0,1,2,1,1,1,1,3,1,0,2,2,0,0,0,3,5,7,5,7,3,7,4,7,3,2,3,2,19,4,24,8,10,1,1,2,Nuclear,2,18-25,0
3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,1,5,5,7,4,7,5,5,1,6,3,2,2,23,4,40,42,42,4,4,4,Nuclear,2,18-25,0
0,1,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,1,1,0,0,1,5,6,4,5,7,7,5,3,2,3,2,2,24,3,10,4,6,0,0,0,Nuclear,2,18-25,0
1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,6,6,6,4,5,5,5,5,5,5,2,1,1,22,8,8,4,12,1,0,0,Joint,1,18-25,0
2,1,2,1,1,2,0,2,3,1,1,2,1,2,1,1,1,2,1,1,1,3,5,5,6,5,5,5,5,4,4,3,1,1,24,6,26,16,16,2,3,3,Joint,1,18-25,0
3,1,1,1,2,2,3,2,3,1,1,1,2,2,1,0,3,2,1,3,3,5,5,6,5,6,4,7,4,4,3,4,3,2,25,4,26,26,24,3,4,3,Nuclear,2,18-25,0
1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,2,2,5,5,6,7,4,4,4,2,4,3,3,2,27,3,16,18,24,3,3,1,Nuclear,2,26-35,1
1,1,1,0,1,1,1,1,3,1,1,1,1,1,0,1,1,1,1,1,1,3,4,4,5,3,7,6,5,3,5,2,2,2,20,5,14,14,14,2,2,0,Nuclear,2,18-25,0
3,2,2,3,1,1,0,3,3,2,3,3,3,2,3,3,2,1,3,1,1,5,0,6,7,0,0,0,0,2,0,3,1,2,20,4,32,30,28,4,4,3,Nuclear,2,18-25,0
2,0,2,1,3,1,1,1,3,2,2,2,2,1,1,3,3,0,1,2,3,1,5,2,7,3,6,6,6,3,3,3,2,2,27,3,18,18,36,4,3,1,Nuclear,2,26-35,1
1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,4,5,6,6,5,3,5,4,5,3,2,1,2,28,6,8,10,6,0,2,0,Joint,1,26-35,1
1,1,0,1,1,2,2,1,2,0,3,0,1,2,1,1,3,3,3,2,0,5,6,5,7,6,2,6,0,7,7,2,1,2,22,1,24,24,12,1,4,2,Nuclear,2,18-25,0
3,3,0,0,2,1,2,1,3,0,2,1,3,2,1,0,3,3,1,0,3,0,0,0,0,0,0,6,0,4,0,3,2,2,19,3,26,20,22,3,4,3,Nuclear,2,18-25,0
1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,5,5,5,4,6,5,5,5,6,5,3,3,2,22,4,16,18,20,2,3,1,Nuclear,2,18-25,0
0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,4,2,4,3,4,5,5,3,5,3,2,1,2,19,4,2,8,2,0,1,0,Nuclear,2,18-25,0
1,3,1,0,3,2,0,3,3,3,0,0,3,2,2,3,3,3,3,3,3,1,4,6,6,4,6,6,3,4,1,3,3,2,19,5,22,28,38,4,4,2,Nuclear,2,18-25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,3,6,5,4,1,7,5,1,3,2,19,9,0,0,0,0,0,0,Joint,1,18-25,0
1,1,2,1,1,0,1,1,2,3,2,1,2,0,1,2,3,0,0,1,3,2,1,6,7,7,7,5,4,6,1,3,3,2,21,7,10,14,32,4,2,0,Joint,1,18-25,0
0,1,1,0,1,1,2,1,0,1,3,1,2,1,0,1,3,2,0,2,1,5,4,3,7,4,1,4,5,2,2,3,2,2,20,5,18,10,20,2,2,1,Nuclear,2,18-25,0
1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,2,1,0,6,6,6,1,7,7,7,5,7,5,4,3,2,26,2,10,14,2,0,2,0,Nuclear,2,26-35,1
1,1,0,3,1,2,3,1,3,2,3,1,3,1,3,1,2,0,3,3,0,1,2,2,5,3,7,6,3,5,6,2,1,2,19,5,18,38,18,2,4,1,Nuclear,2,18-25,0
3,1,2,0,3,2,1,1,3,2,2,3,2,2,2,2,2,2,1,2,1,2,2,1,7,2,7,7,3,2,4,2,3,2,21,3,30,20,28,4,4,3,Nuclear,2,18-25,0
3,3,2,3,2,3,1,3,2,3,3,1,3,3,3,3,3,3,2,3,3,3,4,6,6,4,5,5,0,1,4,3,2,2,27,3,38,34,38,4,4,4,Nuclear,2,26-35,1
0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,2,3,0,0,7,5,7,2,7,5,1,1,3,1,4,3,2,24,3,10,10,0,0,2,0,Nuclear,2,18-25,0
0,3,1,2,3,0,0,1,2,2,1,2,2,1,1,1,1,2,1,0,3,4,5,3,6,4,5,5,4,4,5,2,3,2,21,2,14,18,26,3,3,0,Nuclear,2,18-25,0
2,2,1,1,1,3,1,2,2,2,2,1,3,1,2,2,1,1,1,3,2,5,5,4,7,3,6,4,7,2,5,2,1,1,19,3,24,24,24,3,4,2,Nuclear,2,18-25,0
2,0,1,0,0,0,2,1,1,0,0,0,0,1,1,1,0,2,2,2,0,3,1,3,6,2,5,6,4,4,7,2,1,2,19,3,12,16,4,0,3,0,Nuclear,2,18-25,0
1,0,0,0,3,1,0,1,1,1,1,1,1,0,0,0,3,3,0,2,0,2,4,2,5,1,1,6,6,3,5,2,2,2,21,1,16,6,16,2,0,1,Nuclear,2,18-25,0
1,1,0,2,0,2,1,1,1,0,0,1,1,1,1,1,0,2,1,1,1,5,6,7,7,7,1,7,1,6,1,3,3,2,26,1,16,16,6,0,3,1,Nuclear,2,26-35,1
3,0,0,1,1,2,0,2,3,0,0,1,1,1,1,1,0,0,0,1,2,3,7,5,7,4,4,4,3,7,6,4,1,2,21,4,18,12,10,1,2,1,Nuclear,2,18-25,0
1,1,1,0,1,0,0,0,1,1,2,0,2,1,0,1,3,1,0,0,1,5,4,5,5,5,4,6,4,4,5,2,3,1,18,3,10,4,20,2,0,0,Nuclear,2,18-25,0
1,1,2,1,2,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,4,6,4,7,6,4,7,4,4,6,3,2,2,33,6,14,18,22,3,3,0,Joint,1,26-35,1
3,2,1,0,3,3,1,2,3,3,3,2,3,3,2,2,3,3,1,3,3,3,5,4,7,5,7,7,7,3,5,3,3,2,26,6,38,24,36,4,4,4,Joint,1,26-35,1
1,1,1,0,1,1,1,1,1,2,1,1,2,2,2,1,3,2,1,1,2,5,2,7,6,6,6,6,6,6,6,2,0,2,20,9,18,14,24,3,2,1,Joint,1,18-25,0
3,2,1,1,3,3,1,3,3,3,3,3,3,1,1,3,3,3,3,3,3,2,6,5,7,4,4,7,5,1,6,3,3,2,21,2,38,28,38,4,4,4,Nuclear,2,18-25,0
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,4,5,4,5,5,4,6,4,3,3,2,23,4,4,2,4,0,0,0,Nuclear,2,18-25,0
1,3,3,1,2,2,1,2,2,2,1,2,3,2,3,3,2,3,1,1,2,5,4,6,7,1,6,6,4,2,4,2,1,2,21,2,26,24,34,4,4,3,Nuclear,2,18-25,0
1,3,1,2,3,2,0,1,2,1,1,1,1,1,1,0,2,2,2,0,0,5,3,5,6,6,6,6,7,6,6,2,3,1,19,5,18,20,16,2,4,1,Nuclear,2,18-25,0
1,2,3,1,3,2,1,1,2,3,2,2,2,2,2,2,3,2,2,3,3,4,4,4,6,4,5,4,6,4,6,3,3,2,20,6,24,26,38,4,4,2,Joint,1,18-25,0
1,2,0,2,3,2,0,2,2,2,3,1,0,0,1,0,3,1,2,1,1,4,5,4,2,6,5,4,6,5,5,2,1,2,19,4,20,20,18,2,4,2,Nuclear,2,18-25,0
1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,5,5,5,5,5,3,6,6,4,5,2,3,2,25,3,8,12,6,0,2,0,Nuclear,2,18-25,0
